"", "ID1", "Year", "ID2", "Latitude", "Longitude", "Elevation", "Tmax01", "Tmax02", "Tmax03", "Tmax04", "Tmax05", "Tmax06", "Tmax07", "Tmax08", "Tmax09", "Tmax10", "Tmax11", "Tmax12", "Tmin01", "Tmin02", "Tmin03", "Tmin04", "Tmin05", "Tmin06", "Tmin07", "Tmin08", "Tmin09", "Tmin10", "Tmin11", "Tmin12", "Tave01", "Tave02", "Tave03", "Tave04", "Tave05", "Tave06", "Tave07", "Tave08", "Tave09", "Tave10", "Tave11", "Tave12", "PPT01", "PPT02", "PPT03", "PPT04", "PPT05", "PPT06", "PPT07", "PPT08", "PPT09", "PPT10", "PPT11", "PPT12", "DD_0_01", "DD_0_02", "DD_0_03", "DD_0_04", "DD_0_05", "DD_0_06", "DD_0_07", "DD_0_08", "DD_0_09", "DD_0_10", "DD_0_11", "DD_0_12", "DD5_01", "DD5_02", "DD5_03", "DD5_04", "DD5_05", "DD5_06", "DD5_07", "DD5_08", "DD5_09", "DD5_10", "DD5_11", "DD5_12", "DD_18_01", "DD_18_02", "DD_18_03", "DD_18_04", "DD_18_04", "DD_18_05", "DD_18_06", "DD_18_07", "DD_18_08", "DD_18_09", "DD_18_10", "DD_18_11", "DD_18_12", "DD18_01", "DD18_02", "DD18_03", "DD18_04", "DD18_05", "DD18_06", "DD18_07", "DD18_08", "DD18_09", "DD18_10", "DD18_11", "DD18_12", "NFFD01", "NFFD02", "NFFD03", "NFFD04", "NFFD05", "NFFD06", "NFFD07", "NFFD08", "NFFD09", "NFFD10", "NFFD11", "NFFD12", "PAS01", "PAS02", "PAS03", "PAS04", "PAS05", "PAS06", "PAS07", "PAS08", "PAS09", "PAS10", "PAS11", "PAS12", "Eref01", "Eref02", "Eref03", "Eref04", "Eref05", "Eref06", "Eref07", "Eref08", "Eref09", "Eref10", "Eref11", "Eref12", "CMD01", "CMD02", "CMD03", "CMD04", "CMD05", "CMD06", "CMD07", "CMD08", "CMD09", "CMD10", "CMD11", "CMD12", "RH01", "RH02", "RH03", "RH04", "RH05", "RH06", "RH07", "RH08", "RH09", "RH10", "RH11", "RH12", "NA_L1NAME"
"9261", "ak031.crn", 1924, "FTR", 67.933333, -161.699997, 126, -25, -21.4, -13.2, -13, 5, 13.7, 15.9, 12.4, 3.6, -9.3, -11.9, -17.2, -31.6, -30.5, -19.4, -22.2, -3.4, 6.8, 9.7, 6.1, -1.5, -14.8, -19.5, -23.2, -28.3, -25.9, -16.3, -17.6, 0.8, 10.2, 12.8, 9.2, 1.1, -12.1, -15.7, -20.2, 25, 10, 31, 8, 12, 26, 70, 134, 55, 49, 45, 30, 876, 726, 507, 529, 43, 0, 0, 0, 28, 370, 469, 627, 0, 0, 0, 0, 11, 158, 243, 130, 14, 0, 0, 0, 1431, 1227, 1065, 1065, 1065, 534, 234, 161, 274, 507, 936, 1010, 1181, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 31, 30, 10, 0, 0, 0, 25, 10, 31, 8, 8, 1, 1, 9, 32, 61, 27, 42, 0, 0, 0, 0, 41, 64, 63, 41, 14, 0, 0, 0, 0, 0, 0, 0, 29, 38, 0, 0, 0, 0, 0, 0, 66, 56, 71, 58, 69, 77, 80, 79, 81, 75, 65, 71, "TUNDRA"
"9724", "ak031.crn", 1917, "FTR", 67.933333, -161.699997, 126, -28.2, -13.5, -14.7, -5.6, 5.8, 13.9, 16.9, 13.5, 4.4, -5.5, -20, -22.4, -34.1, -22.3, -20.5, -13.2, -1, 8.4, 11, 8.8, 0.5, -11.2, -25.9, -29.1, -31.1, -17.9, -17.6, -9.4, 2.4, 11.1, 14, 11.1, 2.4, -8.4, -23, -25.7, 17, 16, 20, 14, 11, 16, 52, 78, 65, 53, 25, 25, 962, 503, 548, 286, 21, 0, 0, 0, 16, 222, 682, 796, 0, 0, 0, 1, 20, 185, 278, 189, 21, 1, 0, 0, 1517, 1002, 1106, 820, 820, 485, 207, 128, 214, 467, 821, 1227, 1351, 0, 0, 0, 0, 0, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 31, 31, 16, 0, 0, 0, 17, 16, 20, 14, 6, 0, 0, 3, 23, 52, 25, 25, 0, 0, 0, 0, 40, 59, 64, 38, 13, 0, 0, 0, 0, 0, 0, 0, 29, 44, 12, 0, 0, 0, 0, 0, 68, 60, 73, 67, 76, 82, 81, 84, 86, 75, 71, 73, "TUNDRA"
"10187", "ak031.crn", 1938, "FTR", 67.933333, -161.699997, 126, -26.4, -19.5, -14.3, -0.5, 8.4, 16.5, 17.6, 14.3, 5.5, -0.1, -11.6, -17.3, -36.2, -27.6, -23.4, -8.5, -0.4, 9.3, 9, 6.7, -0.4, -6.7, -16.2, -25.9, -31.3, -23.6, -18.9, -4.5, 4, 12.9, 13.3, 10.5, 2.5, -3.4, -13.9, -21.6, 16, 15, 37, 4, 7, 3, 37, 97, 83, 49, 39, 17, 967, 660, 587, 160, 9, 0, 0, 0, 16, 136, 415, 668, 0, 0, 0, 3, 34, 236, 258, 168, 22, 5, 0, 0, 1521, 1160, 1145, 674, 674, 434, 152, 144, 234, 465, 666, 956, 1222, 0, 0, 0, 0, 1, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 13, 30, 31, 30, 13, 2, 0, 0, 16, 15, 37, 4, 3, 0, 0, 4, 4, 31, 28, 32, 0, 0, 0, 0, 49, 72, 76, 47, 16, 0, 0, 0, 0, 0, 0, 0, 42, 69, 38, 0, 0, 0, 0, 0, 50, 61, 58, 67, 70, 77, 73, 75, 79, 72, 79, 66, "TUNDRA"
"10650", "ak031.crn", 1945, "FTR", 67.933333, -161.699997, 126, -18.8, -16.1, -18.6, -2.6, 3.6, 11.3, 17.7, 10.7, 6.1, -4, -19, -20.7, -25.1, -26.3, -27.1, -13.7, -4.6, 4.8, 9.9, 3.9, -1, -11.3, -26.8, -27.3, -22, -21.2, -22.9, -8.2, -0.5, 8.1, 13.8, 7.3, 2.5, -7.7, -22.9, -24, 12, 14, 14, 8, 17, 17, 48, 100, 32, 47, 17, 14, 680, 594, 710, 251, 68, 1, 0, 0, 16, 215, 680, 742, 0, 0, 0, 1, 7, 100, 272, 82, 22, 1, 0, 0, 1235, 1094, 1268, 784, 784, 573, 299, 133, 333, 465, 798, 1225, 1297, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 31, 27, 11, 0, 0, 0, 12, 14, 14, 8, 13, 1, 0, 12, 47, 69, 8, 31, 0, 0, 0, 0, 0, 58, 73, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0, 41, 25, 0, 0, 0, 0, 0, 69, 53, 59, 54, 69, 78, 75, 77, 75, 69, 62, 72, "TUNDRA"
"11113", "ak031.crn", 1959, "FTR", 67.933333, -161.699997, 126, -22.1, -13, -22.6, -7.4, 7.8, 15.4, 14.9, 14.4, 5.7, -5.6, -14.2, -26.5, -29.2, -21.3, -30.9, -17.9, 0.4, 7.7, 7.8, 7.2, -2.1, -12.2, -20.4, -32.9, -25.7, -17.1, -26.7, -12.6, 4.1, 11.6, 11.3, 10.8, 1.8, -8.9, -17.3, -29.7, 7, 19, 14, 13, 18, 15, 84, 70, 44, 54, 13, 19, 794, 481, 829, 382, 9, 0, 0, 0, 21, 226, 515, 918, 0, 0, 0, 0, 35, 198, 195, 178, 17, 1, 0, 0, 1349, 980, 1389, 917, 917, 431, 194, 207, 225, 485, 836, 1058, 1474, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 31, 30, 8, 0, 0, 0, 7, 19, 14, 13, 7, 0, 2, 3, 38, 59, 27, 18, 0, 0, 0, 0, 46, 71, 65, 47, 18, 0, 0, 0, 0, 0, 0, 0, 27, 56, 0, 0, 0, 0, 0, 0, 65, 62, 58, 55, 74, 75, 77, 76, 72, 71, 71, 72, "TUNDRA"
"11576", "ak031.crn", 1966, "FTR", 67.933333, -161.699997, 126, -21.9, -19.1, -22.3, -7, 3.1, 12.9, 17.7, 13.9, 6.5, -6.2, -10.8, -22.3, -29, -27.2, -30, -15.5, -4.9, 5.8, 10.3, 6.8, 0.6, -11.1, -17.6, -29.1, -25.5, -23.1, -26.1, -11.2, -0.9, 9.4, 14, 10.3, 3.5, -8.7, -14.2, -25.7, 6, 11, 11, 10, 4, 9, 56, 43, 57, 46, 30, 16, 789, 647, 810, 342, 78, 0, 0, 0, 10, 225, 424, 794, 0, 0, 0, 0, 6, 134, 279, 163, 30, 1, 0, 0, 1343, 1148, 1369, 876, 876, 587, 260, 127, 239, 434, 830, 965, 1349, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28, 31, 30, 16, 0, 0, 0, 6, 11, 11, 10, 3, 0, 0, 2, 31, 43, 30, 38, 0, 0, 0, 0, 0, 63, 72, 45, 17, 0, 0, 0, 0, 0, 0, 0, 0, 54, 17, 3, 0, 0, 0, 0, 64, 61, 62, 63, 69, 76, 76, 77, 80, 78, 69, 66, "TUNDRA"
"12039", "ak031.crn", 1987, "FTR", 67.933333, -161.699997, 126, -21, -17.3, -14.2, -8, 6.4, 17.1, 19.2, 14.2, 3.4, -2, -16.3, -19.1, -28.1, -25.1, -21.6, -15.7, 0.3, 9.4, 12.5, 8.2, -1.9, -6.7, -21.8, -26.9, -24.6, -21.2, -17.9, -11.9, 3.4, 13.3, 15.9, 11.2, 0.7, -4.3, -19.1, -23, 17, 23, 12, 5, 4, 18, 52, 40, 89, 41, 15, 49, 761, 593, 558, 361, 13, 0, 0, 0, 31, 159, 567, 711, 0, 0, 0, 0, 27, 247, 338, 190, 12, 4, 0, 0, 1315, 1093, 1115, 895, 895, 454, 145, 79, 213, 518, 695, 1110, 1266, 0, 0, 0, 0, 0, 6, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 31, 31, 9, 2, 0, 0, 17, 23, 12, 5, 2, 0, 0, 1, 48, 39, 15, 33, 0, 0, 0, 0, 40, 75, 72, 43, 14, 0, 0, 0, 0, 0, 0, 0, 36, 57, 20, 3, 0, 0, 0, 0, 65, 63, 65, 66, 79, 75, 79, 80, 80, 80, 74, 67, "TUNDRA"
"12502", "ak031.crn", 1980, "FTR", 67.933333, -161.699997, 126, -22, -12, -11.4, -3.2, 9.9, 16.7, 18.1, 12.5, 4, -3.3, -13.5, -23.7, -31.1, -21.5, -18.4, -13.1, 1.5, 10.1, 12.1, 6.1, -2.1, -8.6, -19.4, -30.2, -26.5, -16.7, -14.9, -8.1, 5.7, 13.4, 15.1, 9.3, 0.9, -5.9, -16.5, -26.9, 22, 25, 28, 12, 3, 32, 53, 53, 34, 46, 11, 18, 821, 470, 464, 250, 4, 0, 0, 0, 29, 191, 490, 832, 0, 0, 0, 1, 58, 252, 315, 132, 13, 2, 0, 0, 1375, 969, 1021, 783, 783, 380, 141, 98, 271, 512, 744, 1032, 1388, 0, 0, 0, 0, 1, 6, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 31, 30, 8, 1, 0, 0, 22, 25, 28, 12, 1, 0, 0, 3, 20, 44, 58, 25, 0, 0, 0, 0, 52, 70, 67, 41, 15, 0, 0, 0, 0, 0, 0, 0, 49, 38, 15, 0, 0, 0, 0, 0, 55, 57, 68, 59, 72, 79, 81, 79, 77, 77, 72, 67, "TUNDRA"
"12965", "ak031.crn", 1994, "FTR", 67.933333, -161.699997, 126, -19.1, -15.7, -20.4, -6.2, 6.8, 14.6, 19.4, 13.3, 4.5, -8.3, -17, -19.9, -26.6, -21.6, -27, -13.5, -0.2, 8, 11.8, 7.3, -1.2, -14.3, -24, -27.5, -22.9, -18.7, -23.7, -9.8, 3.3, 11.3, 15.6, 10.3, 1.6, -11.3, -20.5, -23.7, 15, 9, 42, 10, 14, 8, 94, 187, 39, 63, 27, 28, 709, 524, 736, 300, 13, 0, 0, 0, 23, 347, 611, 734, 0, 0, 0, 1, 27, 190, 329, 162, 16, 0, 0, 0, 1263, 1023, 1294, 834, 834, 456, 202, 86, 241, 492, 912, 1155, 1289, 0, 0, 0, 0, 0, 2, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 31, 30, 10, 0, 0, 0, 15, 9, 42, 10, 7, 0, 0, 9, 53, 67, 66, 27, 0, 0, 0, 0, 43, 66, 76, 42, 15, 0, 0, 0, 0, 0, 0, 0, 29, 57, 0, 0, 0, 0, 0, 0, 63, 72, 67, 68, 76, 78, 76, 80, 79, 73, 66, 67, "TUNDRA"
"13428", "ak031.crn", 2008, "FTR", 67.933333, -161.699997, 126, -23.2, -21, -16.2, -4.5, 7.4, 15.1, 18, 13.1, 6.9, -6.6, -14.8, -15.6, -30.8, -29.9, -24.7, -11.1, 1, 8.6, 11.4, 6.9, 1, -12.3, -21.3, -22.4, -27, -25.5, -20.4, -7.8, 4.2, 11.8, 14.7, 10, 3.9, -9.5, -18, -19, 30, 34, 23, 26, 4, 32, 84, 42, 20, 47, 50, 25, 836, 712, 634, 241, 9, 0, 0, 0, 9, 230, 537, 589, 0, 0, 0, 1, 36, 205, 298, 153, 34, 1, 0, 0, 1390, 1213, 1193, 774, 774, 428, 187, 109, 249, 423, 854, 1080, 1143, 0, 0, 0, 0, 1, 3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 31, 30, 17, 0, 0, 0, 30, 34, 23, 26, 2, 0, 1, 2, 8, 38, 39, 27, 0, 0, 0, 0, 43, 66, 69, 42, 17, 0, 0, 0, 0, 0, 0, 0, 38, 33, 0, 0, 0, 0, 0, 0, 62, 56, 60, 72, 78, 79, 79, 79, 80, 75, 69, 66, "TUNDRA"
"13891", "ak031.crn", 1902, "FTR", 67.933333, -161.699997, 126, -21, -19, -16.2, -5.9, 7.1, 15.5, 19.3, 13.9, 5.4, -5.4, -14.4, -20.4, -27.2, -25.8, -23.4, -14.2, -1.1, 7.5, 10.7, 7.4, 0.1, -11.9, -21, -26, -24.1, -22.4, -19.8, -10, 3, 11.5, 15, 10.6, 2.7, -8.7, -17.7, -23.2, 17, 16, 20, 14, 11, 16, 52, 78, 65, 53, 25, 25, 745, 627, 616, 306, 16, 0, 0, 0, 14, 225, 527, 717, 0, 0, 0, 1, 24, 195, 306, 172, 23, 1, 0, 0, 1300, 1127, 1174, 840, 840, 465, 197, 101, 230, 458, 830, 1070, 1271, 0, 0, 0, 0, 0, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 31, 30, 14, 0, 0, 0, 17, 16, 20, 14, 6, 0, 0, 3, 25, 53, 25, 25, 0, 0, 0, 0, 45, 72, 80, 44, 15, 0, 0, 0, 0, 0, 0, 0, 35, 56, 28, 0, 0, 0, 0, 0, 69, 66, 66, 64, 71, 74, 73, 79, 82, 72, 69, 68, "TUNDRA"
"14354", "ak031.crn", 1909, "FTR", 67.933333, -161.699997, 126, -23.4, -21, -20.4, -6.5, 5.3, 13.2, 18.4, 13.4, 4.2, -6.4, -15.3, -21.2, -30.6, -27.2, -26.9, -13.3, -0.5, 7.3, 11.4, 7.3, -0.7, -12.1, -21.3, -27.9, -27, -24.1, -23.6, -9.9, 2.4, 10.2, 14.9, 10.3, 1.7, -9.3, -18.3, -24.6, 17, 16, 20, 14, 11, 16, 52, 78, 65, 53, 25, 25, 837, 675, 734, 303, 21, 0, 0, 0, 21, 229, 544, 760, 0, 0, 0, 1, 20, 158, 303, 163, 17, 1, 0, 0, 1391, 1176, 1292, 836, 836, 483, 234, 104, 239, 488, 848, 1087, 1315, 0, 0, 0, 0, 0, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 31, 30, 12, 0, 0, 0, 17, 16, 20, 14, 6, 0, 0, 3, 39, 53, 25, 25, 0, 0, 0, 0, 37, 59, 71, 42, 14, 0, 0, 0, 0, 0, 0, 0, 26, 43, 19, 0, 0, 0, 0, 0, 63, 69, 68, 70, 79, 81, 78, 80, 82, 75, 72, 68, "TUNDRA"
"14817", "ak031.crn", 1976, "FTR", 67.933333, -161.699997, 126, -23, -25.3, -15.6, -7.5, 5.2, 13, 17.1, 15.3, 7, -5.3, -12.2, -20.8, -29.9, -33, -23.8, -17.3, -1.2, 5.9, 9.3, 8.5, 1.3, -10.3, -18.3, -28, -26.4, -29.2, -19.7, -12.4, 2, 9.4, 13.2, 11.9, 4.2, -7.8, -15.2, -24.4, 12, 11, 37, 5, 5, 20, 39, 24, 58, 46, 26, 21, 817, 816, 612, 375, 25, 0, 0, 0, 8, 217, 455, 756, 0, 0, 0, 0, 17, 135, 257, 213, 36, 1, 0, 0, 1372, 1317, 1170, 910, 910, 496, 258, 145, 191, 415, 803, 996, 1311, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 31, 31, 18, 0, 0, 0, 12, 11, 37, 5, 3, 1, 0, 1, 26, 56, 23, 18, 0, 0, 0, 0, 38, 63, 72, 47, 17, 0, 0, 0, 0, 0, 0, 0, 33, 43, 33, 23, 0, 0, 0, 0, 65, 60, 61, 57, 77, 76, 75, 78, 80, 78, 72, 63, "TUNDRA"
"15280", "ak031.crn", 1930, "FTR", 67.933333, -161.699997, 126, -12.9, -26.7, -23.2, -8.3, 5.9, 15.4, 17.9, 12.5, 4.7, -5.3, -20, -17.9, -21.5, -36.3, -33, -16.1, -3.8, 8.7, 11.3, 7.1, -1.8, -11.7, -26.7, -26.1, -17.2, -31.5, -28.1, -12.2, 1.1, 12, 14.6, 9.8, 1.5, -8.5, -23.4, -22, 27, 12, 45, 10, 6, 23, 116, 125, 51, 40, 35, 31, 535, 880, 871, 370, 38, 0, 0, 0, 24, 223, 694, 682, 0, 0, 0, 0, 13, 211, 296, 147, 16, 1, 0, 0, 1089, 1383, 1431, 904, 904, 525, 181, 111, 255, 496, 825, 1239, 1236, 0, 0, 0, 0, 0, 3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30, 31, 30, 9, 0, 0, 0, 27, 12, 45, 10, 4, 0, 1, 7, 21, 55, 10, 11, 0, 0, 0, 0, 45, 67, 69, 39, 16, 0, 0, 0, 0, 0, 0, 0, 39, 45, 0, 0, 0, 0, 0, 0, 61, 51, 52, 66, 65, 78, 79, 82, 76, 72, 67, 65, "TUNDRA"
"15743", "ak031.crn", 1937, "FTR", 67.933333, -161.699997, 126, -14.3, -21.3, -21.1, -7.9, 5, 14.3, 18.8, 13.7, 6.7, -1.9, -10.8, -17.8, -23.8, -29.9, -29.4, -17.7, -3.7, 7, 12.3, 6.3, 0.4, -8.4, -18.6, -24.8, -19, -25.6, -25.3, -12.8, 0.7, 10.6, 15.5, 10, 3.5, -5.2, -14.7, -21.3, 17, 23, 10, 11, 5, 2, 4, 14, 12, 32, 28, 32, 591, 717, 784, 388, 45, 0, 0, 0, 10, 176, 440, 658, 0, 0, 0, 0, 11, 170, 328, 153, 30, 3, 0, 0, 1145, 1218, 1343, 922, 922, 538, 222, 87, 250, 435, 720, 981, 1213, 0, 0, 0, 0, 0, 2, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 31, 30, 15, 1, 0, 0, 17, 23, 10, 11, 4, 0, 0, 1, 6, 44, 14, 19, 0, 0, 0, 0, 42, 67, 71, 46, 18, 0, 0, 0, 0, 0, 0, 0, 36, 66, 67, 32, 6, 0, 0, 0, 56, 58, 59, 57, 68, 76, 79, 76, 78, 72, 65, 62, "TUNDRA"
"16206", "ak031.crn", 1944, "FTR", 67.933333, -161.699997, 126, -24.3, -14.4, -16.7, -6.5, 5.7, 15.4, 18, 12.3, 4.1, -2.8, -17.5, -18.1, -31, -23.3, -25, -17.3, -3, 7.5, 10.6, 5, -1.4, -9.7, -22.6, -23.9, -27.6, -18.9, -20.8, -11.9, 1.4, 11.4, 14.3, 8.6, 1.4, -6.3, -20, -21, 11, 15, 28, 13, 11, 23, 52, 81, 92, 70, 8, 31, 855, 529, 647, 360, 33, 0, 0, 0, 25, 197, 596, 651, 0, 0, 0, 0, 14, 194, 289, 114, 15, 2, 0, 0, 1410, 1029, 1206, 895, 895, 515, 198, 118, 292, 499, 756, 1140, 1206, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 31, 29, 10, 1, 0, 0, 11, 15, 28, 13, 7, 0, 0, 6, 24, 35, 24, 16, 0, 0, 0, 0, 43, 72, 73, 43, 15, 0, 0, 0, 0, 0, 0, 0, 32, 49, 21, 0, 0, 0, 0, 0, 66, 59, 61, 54, 68, 74, 76, 76, 80, 71, 75, 62, "TUNDRA"
"16669", "ak031.crn", 1905, "FTR", 67.933333, -161.699997, 126, -18.7, -16.3, -14.6, -4, 7, 15.3, 17.3, 13.3, 4.3, -6.5, -12.7, -20.8, -25.8, -24.1, -22.3, -12.5, -0.4, 8.3, 10.3, 7, -1.3, -12, -18.6, -27.6, -22.2, -20.2, -18.4, -8.3, 3.3, 11.8, 13.8, 10.1, 1.5, -9.2, -15.6, -24.2, 17, 16, 20, 14, 11, 16, 52, 78, 65, 53, 25, 25, 689, 567, 573, 254, 13, 0, 0, 0, 24, 229, 466, 748, 0, 0, 0, 1, 27, 205, 275, 157, 16, 1, 0, 0, 1243, 1067, 1131, 787, 787, 456, 187, 131, 246, 495, 848, 1008, 1303, 0, 0, 0, 0, 0, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 31, 30, 10, 0, 0, 0, 17, 16, 20, 14, 5, 0, 0, 4, 25, 53, 25, 25, 0, 0, 0, 0, 44, 69, 70, 43, 15, 0, 0, 0, 0, 0, 0, 0, 33, 53, 17, 0, 0, 0, 0, 0, 65, 63, 64, 64, 74, 77, 78, 79, 79, 76, 72, 67, "TUNDRA"
"17132", "ak031.crn", 1919, "FTR", 67.933333, -161.699997, 126, -25, -17.2, -15.2, -6.3, 6.5, 12.1, 17, 12.7, 4.7, -6.6, -14.8, -18.7, -31.1, -24.4, -20.5, -14.5, -0.5, 6.2, 11.1, 6.8, -0.1, -11.2, -19.4, -25.4, -28.1, -20.8, -17.9, -10.4, 3, 9.1, 14, 9.7, 2.3, -8.9, -17.1, -22, 17, 16, 20, 14, 11, 16, 52, 78, 65, 53, 25, 25, 869, 583, 556, 318, 16, 1, 0, 0, 17, 226, 509, 682, 0, 0, 0, 1, 24, 127, 280, 145, 20, 1, 0, 0, 1423, 1083, 1114, 851, 851, 465, 267, 126, 258, 471, 837, 1052, 1237, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 31, 30, 14, 0, 0, 0, 17, 16, 20, 14, 6, 1, 0, 4, 24, 53, 25, 25, 0, 0, 0, 0, 42, 57, 64, 41, 14, 0, 0, 0, 0, 0, 0, 0, 31, 42, 12, 0, 0, 0, 0, 0, 68, 66, 75, 64, 75, 80, 81, 80, 83, 80, 78, 70, "TUNDRA"
"17595", "ak031.crn", 1926, "FTR", 67.933333, -161.699997, 126, -20.4, -22.3, -13.2, -1.3, 5.8, 16.1, 19.3, 15.4, 7.9, -2.4, -8.4, -21.4, -26.4, -28.5, -20.4, -10.1, -2.4, 8.3, 11, 8.2, 3.7, -7.3, -14.5, -28, -23.4, -25.4, -16.8, -5.7, 1.7, 12.2, 15.1, 11.8, 5.8, -4.8, -11.4, -24.7, 11, 11, 13, 15, 3, 10, 29, 77, 64, 76, 13, 11, 724, 711, 523, 188, 29, 0, 0, 0, 4, 169, 342, 763, 0, 0, 0, 2, 16, 216, 315, 211, 59, 3, 0, 0, 1279, 1212, 1080, 710, 710, 506, 176, 97, 193, 366, 710, 882, 1318, 0, 0, 0, 0, 0, 4, 9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 7, 30, 31, 31, 24, 2, 0, 0, 11, 11, 13, 14, 2, 0, 0, 2, 38, 50, 58, 48, 0, 0, 0, 0, 43, 73, 79, 48, 16, 0, 0, 0, 0, 0, 0, 0, 39, 63, 49, 0, 0, 0, 0, 0, 70, 69, 67, 64, 70, 75, 74, 77, 85, 79, 73, 68, "TUNDRA"
"18058", "ak031.crn", 1993, "FTR", 67.933333, -161.699997, 126, -23.9, -14.4, -15.6, -2.2, 7.8, 16.5, 20.9, 12.1, 3.7, -3, -12, -14.1, -31.1, -22, -23.6, -9, 0.2, 10.5, 14, 6.4, -0.8, -7.2, -18.9, -21.3, -27.5, -18.2, -19.6, -5.6, 4, 13.5, 17.5, 9.2, 1.5, -5.1, -15.5, -17.7, 24, 14, 31, 5, 7, 27, 29, 77, 106, 69, 66, 27, 851, 511, 609, 187, 9, 0, 0, 0, 24, 176, 462, 549, 0, 0, 0, 2, 34, 255, 387, 130, 15, 3, 0, 0, 1405, 1010, 1167, 707, 707, 434, 139, 45, 274, 496, 720, 1004, 1102, 0, 0, 0, 0, 1, 7, 29, 1, 0, 0, 0, 0, 0, 0, 0, 1, 15, 30, 31, 30, 12, 2, 0, 0, 24, 14, 31, 5, 3, 0, 0, 5, 22, 54, 41, 37, 0, 0, 0, 0, 46, 67, 77, 39, 13, 0, 0, 0, 0, 0, 0, 0, 39, 40, 49, 0, 0, 0, 0, 0, 63, 65, 63, 71, 74, 81, 78, 81, 84, 82, 68, 61, "TUNDRA"
"18521", "ak031.crn", 1947, "FTR", 67.933333, -161.699997, 126, -28.5, -13.7, -19.3, -3.6, 10, 16.5, 20.2, 12.3, 4.3, -5.7, -11.7, -17.2, -37, -22.6, -28, -13, 0.5, 8.9, 11.8, 6, -1.8, -12.4, -18.1, -23.3, -32.8, -18.2, -23.6, -8.3, 5.2, 12.7, 16, 9.2, 1.3, -9.1, -14.9, -20.2, 17, 16, 21, 5, 8, 12, 57, 77, 46, 37, 30, 20, 1013, 509, 733, 254, 5, 0, 0, 0, 26, 228, 444, 627, 0, 0, 0, 1, 50, 231, 342, 128, 15, 1, 0, 0, 1567, 1008, 1292, 787, 787, 396, 156, 75, 276, 502, 842, 985, 1181, 0, 0, 0, 0, 1, 5, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 31, 30, 9, 0, 0, 0, 17, 15, 21, 5, 2, 0, 0, 5, 37, 66, 16, 22, 0, 0, 0, 0, 54, 73, 81, 41, 15, 0, 0, 0, 0, 0, 0, 0, 46, 61, 24, 0, 0, 0, 0, 0, 55, 59, 58, 60, 68, 76, 74, 79, 78, 71, 71, 58, "TUNDRA"
"18984", "ak031.crn", 2007, "FTR", 67.933333, -161.699997, 126, -20.2, -15.8, -21, -2.8, 3.7, 16.7, 20, 16.9, 8.3, -5, -9.6, -14.3, -27.6, -22.7, -27.6, -8.7, -2.3, 9.5, 13.7, 10.9, 3.7, -9.6, -15.2, -21.6, -23.9, -19.2, -24.3, -5.8, 0.7, 13.1, 16.9, 13.9, 6, -7.3, -12.4, -17.9, 28, 4, 6, 16, 6, 24, 17, 44, 48, 39, 39, 27, 740, 540, 755, 190, 45, 0, 0, 0, 4, 212, 370, 556, 0, 0, 0, 2, 11, 242, 368, 276, 61, 1, 0, 0, 1295, 1039, 1314, 712, 712, 537, 149, 56, 129, 361, 788, 911, 1110, 0, 0, 0, 0, 0, 5, 22, 6, 1, 0, 0, 0, 0, 0, 0, 1, 7, 30, 31, 31, 24, 1, 0, 0, 28, 4, 6, 16, 4, 0, 0, 1, 16, 88, 22, 21, 0, 0, 0, 0, 34, 72, 72, 47, 17, 0, 0, 0, 0, 0, 0, 0, 28, 49, 55, 3, 0, 0, 0, 0, 64, 68, 67, 75, 78, 77, 80, 81, 84, 80, 75, 73, "TUNDRA"
